query,cluster,text,videosNumber,ids
detox,16,gewichtsverlies,9,7098620872835091718|7192590406138252549|7088365095595658501|7098620872835091718|7192590406138252549|7265211977553693984|7293793149074296097|7304959659507551520|7303468589204409632
detox,16,gewicht,3,7104186065296051461|7318331559763889441|7104186065296051461
detox,16,lichaam,8,7123920466238065925|7143362786263928069|7210731110513331462|7226237217411239195|7123920466238065925|7143362786263928069|7210731110513331462|7226237217411239195
detox,16,cellulitereduction,4,7143362786263928069|7295766490400197921|7143362786263928069|7295766490400197921
detox,16,bodypositivity,3,7139513847341124870|7296234946048314656|7139513847341124870
detox,16,bodycare,4,7139513847341124870|7156663523517402374|7139513847341124870|7156663523517402374
detox,16,body,10,7155922938191990022|7303494272316198177|7301040957695200545|7081250441635613958|7194892145969401093|7262099573798227233|7284296077451201824|7155922938191990022|7303494272316198177|7301040957695200545
detox,16,afslankentips,3,7192590406138252549|7255644059312606491|7192590406138252549
detox,16,afslanken,14,7190719786337242374|7190071420444101893|7311016749678300448|7092021006167969030|7127537519004028166|7190719786337242374|7190071420444101893|7226697491591236891|7220863625911700762|7233826727519112475|7265211977553693984|7293793149074296097|7304933823094000929|7311016749678300448
detox,16,afvallenzonderdieet,10,7190071420444101893|7226237217411239195|7279035490441923872|7102056483839331590|7239405587950308634|7190071420444101893|7226237217411239195|7265211977553693984|7279035490441923872|7303468589204409632
detox,16,gezondafvallen,4,7190071420444101893|7273436960167857440|7190071420444101893|7265211977553693984
detox,16,makkelijkafvallen,5,7190071420444101893|7279035490441923872|7113566181147135237|7190071420444101893|7279035490441923872
detox,16,fat,3,7250231729523379483|7250231729523379483|7250231729523379483
detox,16,afvallenzonderhonger,3,7242003905251462426|7102056483839331590|7293793149074296097
detox,16,liposuction,3,7067745101199592709|7067620557814009093|7306396420532112673
detox,16,obesity,3,7092387096605773062|7092011186635476230|7091639315289132294
detox,16,getfit,3,7104037263390084357|7125855657412087045|7273436960167857440
detox,16,leanbody,4,7205312404941671685|7204790083738750213|7216434053787045126|7216346549402619142
detox,16,weightlosstransformation,3,7205312404941671685|7204790083738750213|7216434053787045126
detox,16,weightlossjourney,3,7216777377123241221|7216677094103829766|7216590355918114053
detox,16,slimming,3,7216777377123241221|7216677094103829766|7216590355918114053
detox,16,gezondgewicht,4,7227417446729239835|7220863625911700762|7233826727519112475|7232230004300598555
detox,16,vermageren,3,7127537519004028166|7293793149074296097|7303468589204409632
detox,17,nuchter,4,7116166330209815813|7249052078994165018|7116166330209815813|7249052078994165018
detox,17,puurnatuur,6,7127242918292638982|7161863142790712582|7276689033315634464|7127242918292638982|7161863142790712582|7276689033315634464
detox,17,natural,12,7139513847341124870|7156663523517402374|7303494272316198177|7135491916644306182|7182670538064612613|7182284618668723462|7216777377123241221|7216677094103829766|7216590355918114053|7139513847341124870|7156663523517402374|7303494272316198177
detox,17,nl,4,7190071420444101893|7265320699454131488|7190071420444101893|7265320699454131488
detox,17,natuurlijkeproducten,6,7226237217411239195|7280027645662825760|7227417446729239835|7154281698589478149|7226237217411239195|7280027645662825760
detox,17,netherlands,11,7223332558463864091|7113231439889566981|7125855657412087045|7125843041318915333|7159980284795047173|7182296640492031238|7204845598351183109|7227171400048545050|7227042397803384090|7306918249722039585|7223332558463864091
detox,17,naturalbeauty,6,7221472585975270661|7256693500899527962|7091036522312518917|7102863350819818758|7102858899891522822|7221472585975270661
detox,17,naturalsupplements,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,17,natuurlijkesupplementen,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,17,nullifyingherbs,4,7280069968769600800|7279061360443444513|7280069968769600800|7279061360443444513
detox,17,ecoproduct,3,7307336912224734496|7307336912224734496|7307336912224734496
detox,17,nederland🇳🇱,6,7113231439889566981|7125051448152444165|7136097495637101830|7135873715719392518|7135474316325506309|7318321817892965664
detox,18,foryou,105,7057430050966195461|7065231532604116229|7134754263963602181|7144042218221751557|7156663523517402374|7153716032908070149|7171811688113540357|7210731110513331462|7227468870930533658|7226237217411239195|7247926981810081050|7258939731495505179|7264903951395441953|7280027645662825760|7279785064806829344|7279052787005115680|7276465076297682208|7295821991146212640|7294555153548496160|7307336912224734496|7299488658636148000|7298720755146050848|7310238911849123105|7057823085713509638|7067111825573285126|7080283426078625029|7092325279594581253|7091369631209819397|7090978276478323973|7104037263390084357|7103856397711838470|7102319314677615878|7113231439889566981|7112927526523096326|7125051448152444165|7136097495637101830|7135873715719392518|7135474316325506309|7148770561064193285|7159980284795047173|7171811688113540357|7171590146834435333|7183325727763385605|7182926448792046853|7182296640492031238|7194812069835754758|7194706615096986886|7205108442137251077|7204918215699500293|7204755374430375174|7216745165858409733|7216434053787045126|7216388446372367622|7216346549402619142|7227930667600923931|7227417446729239835|7227171400048545050|7227042397803384090|7239296364406967579|7238954931007294746|7238940132701736219|7250076439150595354|7273496889213963552|7273221945036950817|7273207305108213025|7284264911398538529|7295839116585864480|7295821991146212640|7295474896338046240|7307342548152978720|7307336912224734496|7306962237426650400|7306911739705036065|7065231532604116229|7088695287950232837|7104308907614522630|7134754263963602181|7144042218221751557|7156663523517402374|7153716032908070149|7171811688113540357|7191763393496239366|7210731110513331462|7210039169698041094|7227468870930533658|7226697491591236891|7226420921723047194|7226251323505773851|7226237217411239195|7225740155343195419|7225529478485691674|7247926981810081050|7258939731495505179|7264903951395441953|7280045220564077830|7280027645662825760|7279785064806829344|7279052787005115680|7276465076297682208|7295821991146212640|7294555153548496160|7307336912224734496|7304959659507551520|7312406629318790432|7310238911849123105
detox,18,fy,42,7057430050966195461|7143362786263928069|7210731110513331462|7276465076297682208|7080458476031331590|7091726624353176837|7124948436830407941|7149105608682163461|7148770561064193285|7160435764638076166|7159980284795047173|7171045912633003270|7183325727763385605|7182926448792046853|7182866500502523142|7182513460813597958|7182296640492031238|7194812069835754758|7194396652529044741|7205108442137251077|7205091265493421318|7204890443107110149|7204755374430375174|7204605962899016962|7216798387402722566|7216745165858409733|7216624165586095366|7216417638212209925|7216388446372367622|7238940132701736219|7250413969272261915|7261910367985536282|7273413951000497441|7273221945036950817|7273207305108213025|7295839116585864480|7295474896338046240|7306962237426650400|7143362786263928069|7174026384136736005|7210731110513331462|7276465076297682208
detox,18,fyp,120,7057108774800067845|7134754263963602181|7143362786263928069|7156663523517402374|7153716032908070149|7192590406138252549|7185602067304713477|7210731110513331462|7226237217411239195|7221472585975270661|7236449618521820443|7257123013873732891|7266001903677443360|7276465076297682208|7295821991146212640|7299488658636148000|7310238911849123105|7059425290639969541|7058674383522368773|7057823085713509638|7068275514439388421|7067111825573285126|7081250441635613958|7080954152603421958|7080791210004106501|7080283426078625029|7092325279594581253|7092128674622803206|7091726624353176837|7091667431399148806|7091369631209819397|7090978276478323973|7104037263390084357|7103119192529980678|7102379289718377733|7114976189005024518|7114967230600744198|7113231439889566981|7125051448152444165|7124948436830407941|7124758041161141510|7124419209311898886|7138045027829304581|7136097495637101830|7135481694143958277|7135474316325506309|7149105608682163461|7148844880968666374|7148770561064193285|7160077610762915078|7171590146834435333|7171586197565787398|7171504091116440837|7171401908639304965|7171399530682928389|7171172126819388677|7171045912633003270|7183311523417197829|7182513460813597958|7194706615096986886|7194554210824801541|7194477006355025158|7194396652529044741|7205108442137251077|7204890443107110149|7204845598351183109|7204755374430375174|7216798387402722566|7216745165858409733|7216673160278854918|7216417638212209925|7216388446372367622|7227930667600923931|7227417446729239835|7227171400048545050|7227042397803384090|7239405587950308634|7239013727880695066|7238954931007294746|7250413969272261915|7250076439150595354|7250032194889010459|7261957689931042080|7261910367985536282|7273523907959803169|7273496889213963552|7273413951000497441|7273203128839785761|7284296077451201824|7284264911398538529|7295821991146212640|7307342548152978720|7306962237426650400|7306955240023149856|7306908962836827425|7318722545061072160|7318143742056156448|7318072936760397089|7318049325219728673|7317990982811733280|7091154639395097861|7090808960076369158|7134754263963602181|7143362786263928069|7156663523517402374|7153716032908070149|7174026384136736005|7192590406138252549|7210731110513331462|7210039169698041094|7226237217411239195|7221472585975270661|7236449618521820443|7257678562365426970|7257123013873732891|7266001903677443360|7276465076297682208|7295821991146212640|7306396420532112673|7310238911849123105
detox,18,fit,24,7065231532604116229|7104186065296051461|7153982766563069189|7186622171337231622|7059425290639969541|7091692218058132742|7091036522312518917|7090978276478323973|7102863350819818758|7102858899891522822|7126169429431389445|7125855657412087045|7182310243253161222|7216777377123241221|7216677094103829766|7216590355918114053|7227927503707426075|7283951359613832480|7318866316335615265|7065231532604116229|7104186065296051461|7127195622234443014|7153982766563069189|7265211977553693984
detox,18,fitdezomerin,3,7127993533532851462|7113899360655527173|7127993533532851462
detox,18,frozenforfreshness,3,7127993533532851462|7113899360655527173|7127993533532851462
detox,18,fitmetfrecious,3,7127993533532851462|7113899360655527173|7127993533532851462
detox,18,fypage,16,7143362786263928069|7295821991146212640|7092128674622803206|7114014420983942405|7124948436830407941|7137346650728631558|7136097495637101830|7149197805024857350|7148844880968666374|7148770561064193285|7160435764638076166|7238954931007294746|7295821991146212640|7317990982811733280|7143362786263928069|7295821991146212640
detox,18,fypシ,41,7143362786263928069|7247926981810081050|7080954152603421958|7080791210004106501|7115053088431459589|7114331987099307269|7114014420983942405|7113231439889566981|7125051448152444165|7124758041161141510|7137672062042115334|7137346650728631558|7136097495637101830|7135873715719392518|7135474316325506309|7149197805024857350|7148526316273372422|7160777955755560198|7160425500320566533|7159980284795047173|7183325727763385605|7182926448792046853|7182296640492031238|7205312404941671685|7205091265493421318|7204790083738750213|7204605962899016962|7216624165586095366|7227930667600923931|7227171400048545050|7227042397803384090|7239296364406967579|7238954931007294746|7250121376118426907|7284611331485945121|7306962237426650400|7306955240023149856|7306908962836827425|7317990982811733280|7143362786263928069|7247926981810081050
detox,18,foryoupage,55,7153716032908070149|7171811688113540357|7204912918700248325|7226237217411239195|7258939731495505179|7264903951395441953|7280027645662825760|7279785064806829344|7276465076297682208|7307336912224734496|7310238911849123105|7080954152603421958|7092325279594581253|7102319314677615878|7113231439889566981|7112927526523096326|7125389469171191046|7125051448152444165|7124419209311898886|7136097495637101830|7135873715719392518|7135474316325506309|7160435764638076166|7159980284795047173|7159883419659308293|7171811688113540357|7171025907346361606|7182296640492031238|7194706615096986886|7194477006355025158|7205108442137251077|7204755374430375174|7227881941981285658|7227144083238669595|7227042397803384090|7238954931007294746|7250076439150595354|7284264911398538529|7307336912224734496|7306962237426650400|7306911739705036065|7318393776182021408|7318143742056156448|7153716032908070149|7171811688113540357|7204912918700248325|7210039169698041094|7226237217411239195|7258939731495505179|7264903951395441953|7280027645662825760|7279785064806829344|7276465076297682208|7307336912224734496|7310238911849123105
detox,18,foryourpage,11,7185602067304713477|7210731110513331462|7114014420983942405|7137346650728631558|7194477006355025158|7227930667600923931|7227171400048545050|7227042397803384090|7261957689931042080|7104308907614522630|7210731110513331462
detox,18,fitterworden,4,7211386248433274118|7210807931204406533|7211386248433274118|7210807931204406533
detox,18,fittergy,12,7211386248433274118|7210807931204406533|7210090669803588869|7209635358244343046|7296111119863794976|7296105031592332577|7296093810487053600|7307249710132170016|7211386248433274118|7210807931204406533|7210090669803588869|7209635358244343046
detox,18,fittergygreens,6,7211386248433274118|7210090669803588869|7209635358244343046|7211386248433274118|7210090669803588869|7209635358244343046
detox,18,fitter,4,7210090669803588869|7209635358244343046|7210090669803588869|7209635358244343046
detox,18,fypシ゚viral,10,7079304358365580550|7092325279594581253|7137672062042115334|7149197805024857350|7148526316273372422|7160777955755560198|7160425500320566533|7306955240023149856|7318321817892965664|7280045220564077830
detox,18,fulvicacid,4,7091692218058132742|7091036522312518917|7102863350819818758|7102858899891522822
detox,18,fitfood,3,7125855657412087045|7205108442137251077|7204755374430375174
detox,18,fypsmoothie,4,7137672062042115334|7137346650728631558|7149197805024857350|7148526316273372422
detox,18,fypdetox,3,7137346650728631558|7149197805024857350|7148526316273372422
detox,18,fyp🥤,3,7149197805024857350|7160777955755560198|7160425500320566533
detox,18,flatbelly,3,7160425500320566533|7250413969272261915|7250032194889010459
detox,18,fakeface⚠️,7,7183311523417197829|7182866500502523142|7182513460813597958|7205091265493421318|7204605962899016962|7216624165586095366|7238954931007294746
detox,18,flattummy,4,7205312404941671685|7204790083738750213|7216434053787045126|7216346549402619142
detox,18,foryoupageofficiall,3,7227881941981285658|7227144083238669595|7306962237426650400
detox,18,fitgirl,4,7296007152005631264|7295782078816308513|7295676780516576544|7295460849869671713
detox,19,nanosalt,3,7160045635696135429|7159883419659308293|7171025907346361606
plogging,0,tips,5,7216719459879357722|7215302589288697093|7226073734828903706|7220118071204171034|7217903886827261211
plogging,0,inspiration,4,7226448807133728027|7226073734828903706|7220118071204171034|7217903886827261211
plogging,0,explore,3,7305081001321975072|7187106019208596741|7187066188185259269
plogging,1,cleanupchampignonship2023,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,1,thecanuarydress,4,7305860619826105632|7318128408444128545|7313517417718762785|7312561552450653472
plogging,2,cleanup,29,7248609327831928091|7096107700290866437|7126281883067092230|7125916021550058757|7124675407550500102|7122884125190556934|7122417247699668230|7136265532298382598|7134752055050112261|7133708229699489030|7128824196695723270|7126966015631625478|7146547905388711174|7143706700271357189|7142927190307458309|7138385173049052421|7150347712653692166|7168521878821162246|7164472365315853574|7162131130362219781|7178812460391025926|7173412877167086854|7172503655818480902|7210884551294373126|7210519929123015941|7210149039277477125|7208648946514676998|7248609327831928091|7248609327831928091
plogging,2,cleanupgames,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,2,samenvooreenschonerewereld,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,2,worldcleanupday,5,7168521878821162246|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505
plogging,3,litter,15,7126281883067092230|7125916021550058757|7124675407550500102|7123861533284732166|7137166157194300678|7136265532298382598|7133708229699489030|7128824196695723270|7126966015631625478|7168521878821162246|7164472365315853574|7178812460391025926|7173412877167086854|7172503655818480902|7305081001321975072
plogging,3,sgclier,3,7301846025596079393|7300635821097372961|7298362559743200545
plogging,4,supportervanschoon,4,7248609327831928091|7248609327831928091|7245187889930325275|7248609327831928091
plogging,4,viral,4,7287944917551189281|7168521878821162246|7092864690887412997|7287944917551189281
plogging,5,bekind,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,5,runtoinspire,79,7180075962829245702|7192649103161986309|7189112764856667398|7187880955682540805|7202344315610221830|7199750031912504582|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7226699387441925402|7226073734828903706|7224426928965422363|7224140489052720411|7222942026940058886|7220118071204171034|7219249587746376987|7217903886827261211|7228696143906049307|7247830624159960346|7245731521821248794|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7305081001321975072|7304765020871642400|7304244019603737888|7299762918722243872|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7316553789337586977|7314406343740378401|7313517417718762785|7312561552450653472|7308050055733218593
plogging,5,fitdutchies,74,7180075962829245702|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7210884551294373126|7210519929123015941|7210149039277477125|7226699387441925402|7226448807133728027|7226073734828903706|7224140489052720411|7222942026940058886|7220118071204171034|7219249587746376987|7217903886827261211|7234609161881849115|7232391253571276059|7228696143906049307|7247830624159960346|7245731521821248794|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7304765020871642400|7304244019603737888|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7316553789337586977|7314406343740378401|7313517417718762785|7312561552450653472|7308050055733218593
plogging,5,ikloophard,78,7180075962829245702|7192649103161986309|7189112764856667398|7187880955682540805|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7210884551294373126|7210519929123015941|7226699387441925402|7226448807133728027|7226073734828903706|7220118071204171034|7217903886827261211|7238700971545627931|7235863421592358170|7234609161881849115|7232391253571276059|7229274794405989659|7228696143906049307|7247830624159960346|7245731521821248794|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7304765020871642400|7304244019603737888|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7316553789337586977|7314406343740378401|7313517417718762785|7312561552450653472
plogging,6,runhappy,52,7083214745402166534|7216719459879357722|7215302589288697093|7214896444728184070|7211201955799092485|7226073734828903706|7220118071204171034|7218838898112220422|7217903886827261211|7247830624159960346|7245731521821248794|7244226910400662810|7261336065389169947|7260820692378209563|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7304244019603737888|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7312561552450653472
plogging,6,runhappyteam,51,7083214745402166534|7216719459879357722|7215302589288697093|7214896444728184070|7211201955799092485|7226073734828903706|7220118071204171034|7217903886827261211|7247830624159960346|7245731521821248794|7244226910400662810|7261336065389169947|7260820692378209563|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7304244019603737888|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7312561552450653472
plogging,6,running,102,7126281883067092230|7125916021550058757|7124675407550500102|7122884125190556934|7122417247699668230|7136265532298382598|7128824196695723270|7126966015631625478|7142927190307458309|7138385173049052421|7150347712653692166|7164472365315853574|7162131130362219781|7180075962829245702|7178812460391025926|7173412877167086854|7172503655818480902|7192649103161986309|7189112764856667398|7187880955682540805|7202344315610221830|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7212622448389377285|7212203876999613701|7211201955799092485|7210884551294373126|7210519929123015941|7210149039277477125|7208648946514676998|7226699387441925402|7226448807133728027|7226073734828903706|7224426928965422363|7224140489052720411|7222942026940058886|7220118071204171034|7219249587746376987|7217903886827261211|7235863421592358170|7234609161881849115|7228696143906049307|7247830624159960346|7245731521821248794|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7305081001321975072|7304765020871642400|7304676981478575393|7304244019603737888|7304179940570828065|7301699653563600160|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7313517417718762785|7312561552450653472
plogging,6,hardlopen,80,7180075962829245702|7192649103161986309|7187880955682540805|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7210884551294373126|7210519929123015941|7226699387441925402|7226448807133728027|7226073734828903706|7224426928965422363|7222942026940058886|7221899653468441862|7220118071204171034|7219249587746376987|7217903886827261211|7238700971545627931|7235863421592358170|7234609161881849115|7228696143906049307|7247830624159960346|7245731521821248794|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7305081001321975072|7304765020871642400|7304244019603737888|7299762918722243872|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7313517417718762785|7312561552450653472|7308050055733218593
plogging,6,recoveryrun,4,7199750031912504582|7215225257202928902|7210884551294373126|7210519929123015941
plogging,6,brooksrunhappyteam,49,7216719459879357722|7215302589288697093|7214896444728184070|7211201955799092485|7226073734828903706|7220118071204171034|7217903886827261211|7247830624159960346|7244226910400662810|7261336065389169947|7260820692378209563|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7304244019603737888|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7312561552450653472
plogging,7,zuiderpark,4,7248609327831928091|7218838898112220422|7248609327831928091|7248609327831928091
plogging,7,zwerfvuil,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,7,zwerfie,90,7248609327831928091|7180075962829245702|7192649103161986309|7187880955682540805|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7210884551294373126|7210519929123015941|7210149039277477125|7208648946514676998|7226699387441925402|7226448807133728027|7226073734828903706|7224426928965422363|7222942026940058886|7221899653468441862|7220118071204171034|7219249587746376987|7217903886827261211|7238700971545627931|7235863421592358170|7234609161881849115|7232391253571276059|7229274794405989659|7228696143906049307|7248609327831928091|7247830624159960346|7245731521821248794|7245187889930325275|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7305081001321975072|7304765020871642400|7304244019603737888|7299762918722243872|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7316553789337586977|7314406343740378401|7313517417718762785|7312561552450653472|7308050055733218593|7248609327831928091
plogging,7,zwerfafval,93,7248609327831928091|7058994977476463878|7168521878821162246|7180075962829245702|7192649103161986309|7189112764856667398|7187880955682540805|7202344315610221830|7199750031912504582|7198139802603064581|7197797103605665029|7195147461160127750|7216719459879357722|7216357174216379675|7215695851241442587|7215302589288697093|7214896444728184070|7214129049881283846|7213337113901780230|7211201955799092485|7210884551294373126|7210519929123015941|7210149039277477125|7208648946514676998|7226699387441925402|7226448807133728027|7226073734828903706|7222942026940058886|7221899653468441862|7220118071204171034|7219249587746376987|7217903886827261211|7238700971545627931|7235863421592358170|7234609161881849115|7232391253571276059|7229274794405989659|7228696143906049307|7248609327831928091|7247830624159960346|7245731521821248794|7245187889930325275|7244226910400662810|7242058685952822555|7240933518971358491|7261336065389169947|7260820692378209563|7259757182680337690|7273553503073652001|7272837564531215649|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7283088383482645792|7281660765294120224|7281000293888806176|7280560732494646561|7279148126638755104|7278768248831757601|7278418534139432225|7278040668621065505|7276815521071287584|7276511060427869473|7276058937487658272|7274997231437106465|7274669786494225697|7273776494642466080|7296235097232133409|7294664422629461281|7293622026831482144|7289022622984178977|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7305860619826105632|7305081001321975072|7304765020871642400|7304244019603737888|7299762918722243872|7297616564075908385|7296955677514272033|7318732614624496929|7318128408444128545|7317681409856982304|7316553789337586977|7313517417718762785|7312561552450653472|7308050055733218593|7248609327831928091
plogging,7,zuiderparkdenhaag,3,7248609327831928091|7248609327831928091|7248609327831928091
plogging,7,zpcompression,19,7247830624159960346|7261336065389169947|7273553503073652001|7271968600624205089|7271315012503768352|7270960596621790497|7270514375100747040|7269860104147684640|7263403666411883809|7281000293888806176|7280560732494646561|7276511060427869473|7274997231437106465|7274669786494225697|7287678429925788960|7286558607963901217|7285651985834036513|7285464765177056545|7317681409856982304
